start_index	end_index	duration_s	iteration_count_delta	iteration_tokens_delta	avg_tokens_per_iter	avg_iter_latency_ms	prompt_tokens_delta	generation_tokens_delta	generation_tok_s	request_success_delta	preemptions_delta
27	28	1.1337773330160417	208.0	832.0	4.0	5.450852562577124	0.0	832.0	733.8301585080535	0.0	0.0
28	29	1.0700104589923285	208.0	832.0	4.0	5.144281052847733	0.0	832.0	777.5624929718234	0.0	0.0
29	30	1.1135764579521492	200.0	800.0	4.0	5.567882289760746	0.0	800.0	718.4059920512223	0.0	0.0
30	31	1.1025450420565903	196.0	784.0	4.0	5.625229806411175	0.0	784.0	711.0820602282112	0.0	0.0
31	32	1.128973540966399	204.0	816.0	4.0	5.534184024345093	0.0	816.0	722.7804464766338	0.0	0.0
32	33	1.147649625025224	200.0	800.0	4.0	5.73824812512612	0.0	816.0	711.0183998727532	0.0	0.0
33	34	1.0622548749670386	208.0	832.0	4.0	5.106994591187686	0.0	816.0	768.1772230278729	0.0	0.0
34	35	1.1232150840223767	188.0	752.0	4.0	5.974548319267961	0.0	752.0	669.5066783709776	0.0	0.0
35	36	1.117677916015964	200.0	800.0	4.0	5.58838958007982	0.0	800.0	715.7697119503374	0.0	0.0
36	37	1.0743314589490183	200.0	800.0	4.0	5.371657294745091	0.0	800.0	744.6491428098109	0.0	0.0
37	38	1.081901083001867	190.0	764.0	4.021052631578947	5.694216226325615	0.0	768.0	709.8615687388814	0.0	0.0
38	39	1.1562603750498965	190.0	756.0	3.9789473684210526	6.085580921315245	0.0	752.0	650.3725425750655	0.0	0.0
39	40	1.1176032499643043	204.0	816.0	4.0	5.47844730374659	0.0	816.0	730.1338825080034	0.0	0.0
40	41	1.1134180420194753	200.0	800.0	4.0	5.567090210097376	0.0	800.0	718.5082060903113	0.0	0.0
41	42	1.2015495409723371	196.0	784.0	4.0	6.130354800879271	0.0	784.0	652.4907823322533	0.0	0.0
42	43	1.1282050420413725	212.0	848.0	4.0	5.321721896421568	0.0	848.0	751.6364210406559	0.0	0.0
43	44	1.1643829999957234	204.0	816.0	4.0	5.707759803900605	0.0	816.0	700.8003380356781	0.0	0.0
44	45	1.111652082996443	204.0	816.0	4.0	5.44927491664923	0.0	816.0	734.0426132252487	0.0	0.0
45	46	1.0805557089624926	167.0	628.0	3.7604790419161676	6.470393466841274	0.0	628.0	581.1824367694851	16.0	0.0
46	47	0.10356883303029463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
