-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------
triton_red_fused__to_copy_add_mean_min_latency_fused...         0.00%       0.000us         0.00%       0.000us       0.000us       6.421ms         0.75%       6.421ms       4.119us          1559
                     nvjet_tst_64x16_64x16_2x2_h_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us       5.765ms         0.67%       5.765ms       3.640us          1584
                     nvjet_tst_64x40_64x16_1x2_h_bz_NNT         0.00%       0.000us         0.00%       0.000us       0.000us       5.428ms         0.63%       5.428ms       3.427us          1584
void at::native::vectorized_elementwise_kernel<8, at...         0.00%       0.000us         0.00%       0.000us       0.000us       5.019ms         0.58%       5.019ms       3.217us          1560
triton_red_fused__to_copy_add_mean_moe_forward_share...         0.00%       0.000us         0.00%       0.000us       0.000us       4.888ms         0.57%       4.888ms       3.135us          1559
void vllm::moe::count_and_sort_expert_tokens_kernel<...         0.00%       0.000us         0.00%       0.000us       0.000us       3.866ms         0.45%       3.866ms       2.480us          1559
void vllm::concat_and_cache_mla_kernel<__nv_bfloat16...         0.00%       0.000us         0.00%       0.000us       0.000us       3.239ms         0.38%       3.239ms       2.045us          1584
                                     triton_red_fused_4         0.00%       0.000us         0.00%       0.000us       0.000us       3.110ms         0.36%       3.110ms       1.995us          1559
triton_poi_fused_add_clone_copy_expand_index_mul_neg...         0.00%       0.000us         0.00%       0.000us       0.000us       3.036ms         0.35%       3.036ms       1.948us          1559
                                            aten::copy_         0.26%       2.245ms         0.66%       5.611ms       9.352us       2.941ms         0.34%       2.941ms       4.901us           600
                  triton_poi_fused_add_all_reduce_mul_1         0.00%       0.000us         0.00%       0.000us       0.000us       2.887ms         0.34%       2.887ms       1.851us          1560
                                     triton_poi_fused_3         0.00%       0.000us         0.00%       0.000us       0.000us       2.419ms         0.28%       2.419ms       1.552us          1559
                      triton_poi_fused_mul_silu_slice_0         0.00%       0.000us         0.00%       0.000us       0.000us       2.334ms         0.27%       2.334ms       1.497us          1559
                                          ProfilerStep*         0.00%       0.000us         0.00%       0.000us       0.000us       2.092ms         0.24%       2.092ms      41.832us            50
ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us       2.046ms         0.24%       2.046ms      78.693us            26
                     nvjet_tst_192x72_64x6_4x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us       2.034ms         0.24%       2.034ms      78.250us            26
                                     record_param_comms         0.19%       1.592ms         0.23%       1.930ms      77.207us       1.968ms         0.23%       1.968ms      78.717us            25
                                  nccl:_all_gather_base         0.00%       0.000us         0.00%       0.000us       0.000us       1.968ms         0.23%       1.968ms      78.717us            25
                                               aten::mm         0.12%       1.013ms         0.13%       1.154ms      46.153us       1.957ms         0.23%       1.957ms      78.288us            25
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     860.829us         0.10%     860.829us      33.109us            26
                         Memcpy HtoD (Pinned -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     772.479us         0.09%     772.479us       3.862us           200
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     747.456us         0.09%     747.456us      28.748us            26
                                           aten::argmax         0.05%     390.637us         0.08%     675.486us      27.019us     653.917us         0.08%     653.917us      26.157us            25
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     652.861us         0.08%     652.861us      25.110us            26
              nvjet_tst_128x72_64x8_4x1_v_bz_splitK_TNT         0.00%       0.000us         0.00%       0.000us       0.000us     536.638us         0.06%     536.638us      21.466us            25
                         symm_mem::multimem_all_reduce_         0.02%     133.764us         0.03%     243.532us       9.741us     424.891us         0.05%     424.891us      16.996us            25
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     253.379us         0.03%     253.379us       1.448us           175
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     210.399us         0.02%     210.399us       2.043us           103
                                            aten::fill_         0.08%     697.135us         0.19%       1.600ms       7.110us     154.333us         0.02%     154.333us       0.686us           225
                         Memcpy DtoH (Device -> Pinned)         0.00%       0.000us         0.00%       0.000us       0.000us     127.361us         0.01%     127.361us       4.898us            26
                                            aten::index         0.12%     993.261us         0.25%       2.144ms      42.876us     122.177us         0.01%     170.018us       3.400us            50
void at::native::vectorized_gather_kernel<16, long>(...         0.00%       0.000us         0.00%       0.000us       0.000us     106.430us         0.01%     106.430us       2.087us            51
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      99.107us         0.01%      99.107us       3.812us            26
                                 aten::_index_put_impl_         0.05%     390.710us         0.14%       1.203ms      48.108us      95.235us         0.01%     208.993us       8.360us            25
triton_red_fused__to_copy_add_clone_mean_min_latency...         0.00%       0.000us         0.00%       0.000us       0.000us      85.952us         0.01%      85.952us       3.438us            25
     triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_2         0.00%       0.000us         0.00%       0.000us       0.000us      82.237us         0.01%      82.237us       3.163us            26
                                    cudaStreamWaitEvent         0.01%      76.670us         0.01%      76.670us       1.022us      80.639us         0.01%      80.639us       1.075us            75
                                     aten::masked_fill_         0.02%     187.353us         0.04%     340.392us      13.616us      80.349us         0.01%      80.349us       3.214us            25
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      80.349us         0.01%      80.349us       3.214us            25
                                              aten::add         0.05%     435.118us         0.07%     620.514us       8.274us      78.111us         0.01%      78.111us       1.041us            75
     triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0         0.00%       0.000us         0.00%       0.000us       0.000us      73.668us         0.01%      73.668us       2.947us            25
                           _compute_slot_mapping_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      72.606us         0.01%      72.606us       2.904us            25
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      68.416us         0.01%      68.416us       2.737us            25
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      57.695us         0.01%      57.695us       1.154us            50
                                           aten::gather         0.04%     317.683us         0.06%     472.598us      18.904us      50.653us         0.01%      50.653us       2.026us            25
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      49.788us         0.01%      49.788us       0.996us            50
triton_poi_fused_add_clone_copy_expand_index_mul_neg...         0.00%       0.000us         0.00%       0.000us       0.000us      49.375us         0.01%      49.375us       1.975us            25
                    _vllm_fa3_C::get_scheduler_metadata         0.03%     290.926us         0.06%     516.948us      20.678us      48.738us         0.01%      48.738us       1.950us            25
void flash::prepare_varlen_num_blocks_kernel<4, fals...         0.00%       0.000us         0.00%       0.000us       0.000us      48.738us         0.01%      48.738us       1.950us            25
                                     triton_red_fused_2         0.00%       0.000us         0.00%       0.000us       0.000us      48.514us         0.01%      48.514us       1.941us            25
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      46.850us         0.01%      46.850us       0.937us            50
                                     triton_poi_fused_1         0.00%       0.000us         0.00%       0.000us       0.000us      43.104us         0.01%      43.104us       1.724us            25
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us      42.815us         0.00%      42.815us       1.713us            25
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      42.401us         0.00%      42.401us       1.631us            26
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      35.296us         0.00%      35.296us       1.412us            25
triton_poi_fused_add_bitwise_and_bitwise_not_bitwise...         0.05%     420.685us         0.07%     579.611us      23.184us      34.852us         0.00%      34.852us       1.394us            25
triton_poi_fused_add_bitwise_and_bitwise_not_bitwise...         0.00%       0.000us         0.00%       0.000us       0.000us      34.852us         0.00%      34.852us       1.394us            25
## Call CompiledFxGraph f52ckslhhwqd3ysisx6hpbeashi6...         0.00%       0.000us         0.00%       0.000us       0.000us      34.852us         0.00%      34.852us       1.394us            25
                      triton_poi_fused_mul_silu_slice_1         0.00%       0.000us         0.00%       0.000us       0.000us      34.173us         0.00%      34.173us       1.367us            25
                                              aten::sub         0.03%     298.854us         0.05%     412.535us       8.251us      28.608us         0.00%      28.608us       0.572us            50
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      28.608us         0.00%      28.608us       1.144us            25
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us      26.464us         0.00%      26.464us       1.018us            26
                                        cudaEventRecord         0.02%     139.586us         0.02%     139.586us       1.117us      25.472us         0.00%      25.472us       0.204us           125
                                  cudaStreamIsCapturing         0.01%      76.883us         0.01%      76.883us       0.513us      21.728us         0.00%      21.728us       0.145us           150
                               cudaEventRecordWithFlags         0.01%      62.513us         0.01%      62.513us       0.834us      10.784us         0.00%      10.784us       0.144us            75
                                         cudaEventQuery         0.02%     195.300us         0.02%     195.300us       1.744us       5.376us         0.00%       5.376us       0.048us           112
                    cudaThreadExchangeStreamCaptureMode         0.00%      15.227us         0.00%      15.227us       0.206us       3.072us         0.00%       3.072us       0.042us            74
                                   cudaDriverGetVersion         0.00%       2.105us         0.00%       2.105us       0.084us       1.600us         0.00%       1.600us       0.064us            25
                                          ProfilerStep*        82.11%     702.771ms        96.24%     823.684ms      32.947ms       0.000us         0.00%       8.786ms     351.450us            25
                 execute_context_0(0)_generation_67(67)         3.11%      26.577ms        13.67%     117.038ms       4.682ms       0.000us         0.00%       6.809ms     272.369us            25
                                   cudaEventSynchronize         0.01%     110.025us         0.01%     112.157us       4.486us       0.000us         0.00%       0.000us       0.000us            25
                                            aten::slice         0.31%       2.642ms         0.37%       3.200ms       2.170us       0.000us         0.00%       0.000us       0.000us          1475
                                       aten::as_strided         0.09%     746.688us         0.09%     746.688us       0.415us       0.000us         0.00%       0.000us       0.000us          1800
                                        cudaMemcpyAsync         0.29%       2.499ms         0.29%       2.499ms       6.248us       0.000us         0.00%       0.000us       0.000us           400
                                       aten::lift_fresh         0.00%      19.680us         0.00%      19.680us       0.197us       0.000us         0.00%       0.000us       0.000us           100
                                          aten::flatten         0.01%      57.019us         0.01%     119.973us       4.799us       0.000us         0.00%       0.000us       0.000us            25
                                             aten::view         0.03%     279.723us         0.03%     279.723us       1.119us       0.000us         0.00%       0.000us       0.000us           250
                                     aten::index_select         0.05%     397.764us         0.14%       1.162ms      23.246us       0.000us         0.00%      50.653us       1.013us            50
                                           aten::detach         0.01%      74.790us         0.01%      74.790us       1.496us       0.000us         0.00%       0.000us       0.000us            50
                                               aten::to         0.03%     286.974us         0.41%       3.540ms      12.874us       0.000us         0.00%       1.196ms       4.348us           275
                                     aten::resolve_conj         0.00%      13.804us         0.00%      13.804us       0.276us       0.000us         0.00%       0.000us       0.000us            50
                                      aten::resolve_neg         0.00%       6.262us         0.00%       6.262us       0.125us       0.000us         0.00%       0.000us       0.000us            50
                                       cudaLaunchKernel         0.34%       2.925ms         0.34%       2.928ms       4.880us       0.000us         0.00%       0.000us       0.000us           600
                                          aten::reshape         0.03%     243.450us         0.11%     984.247us       6.562us       0.000us         0.00%     718.944us       4.793us           150
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------
Self CPU time total: 855.878ms
Self CUDA time total: 859.235ms
