file,line,axis,axis_count,direction,axis_value,left_axis,left_latency_ms,actual_latency_ms,right_axis,right_latency_ms,expected_latency_ms,deviation_ratio,active_six_scope,gpu_disposition,shape,semantic_key
generation_mla_perf.txt,284,batch_size,2,spike,64,32,0.05239999790986379,0.5411466757456461,128,0.05212800204753876,0.052309332622422114,10.345126741565165,false,out_of_active_six_scope,heads=4;batch=64;seq=4,"{""device"":""NVIDIA H200"",""effective_seq"":""4"",""framework"":""VLLM"",""isl"":""1"",""kernel_source"":""vllm_flash_attn_mla"",""kv_cache_dtype"":""float16"",""mla_dtype"":""float16"",""num_heads"":""4"",""op_name"":""generation_mla"",""step"":""3"",""tp_size"":""32"",""version"":""0.19.0""}"
generation_mla_perf.txt,284,effective_seq,2,spike,4,2,0.05484800040721893,0.5411466757456461,8,0.05781333148479462,0.05583644409974416,9.6916392952775,false,out_of_active_six_scope,heads=4;batch=64;seq=4,"{""batch_size"":""64"",""device"":""NVIDIA H200"",""framework"":""VLLM"",""kernel_source"":""vllm_flash_attn_mla"",""kv_cache_dtype"":""float16"",""mla_dtype"":""float16"",""num_heads"":""4"",""op_name"":""generation_mla"",""tp_size"":""32"",""version"":""0.19.0""}"
moe_perf.txt,11209,num_tokens,1,spike,32,16,0.041075199842453,0.4242720127105713,48,0.047193598747253415,0.04413439929485321,9.613181996113592,false,out_of_active_six_scope,dtype=fp8_block;tokens=32;hidden=2048;inter=768;topk=8;ep=16,"{""device"":""NVIDIA H200"",""distribution"":""power_law_1.2"",""framework"":""VLLM"",""hidden_size"":""2048"",""inter_size"":""768"",""kernel_source"":""vllm_fused_moe"",""moe_dtype"":""fp8_block"",""moe_ep_size"":""16"",""moe_tp_size"":""1"",""num_experts"":""128"",""op_name"":""moe"",""topk"":""8"",""version"":""0.19.0""}"
generation_mla_perf.txt,1015,batch_size,2,spike,256,128,0.06930666665236156,0.7811626593271891,512,0.11065600315729777,0.08308977882067363,9.401429037536774,false,out_of_active_six_scope,heads=128;batch=256;seq=64,"{""device"":""NVIDIA H200"",""effective_seq"":""64"",""framework"":""VLLM"",""isl"":""1"",""kernel_source"":""vllm_flashmla"",""kv_cache_dtype"":""fp8"",""mla_dtype"":""float16"",""num_heads"":""128"",""op_name"":""generation_mla"",""step"":""63"",""tp_size"":""1"",""version"":""0.19.0""}"
generation_mla_perf.txt,878,effective_seq,1,spike,32,16,0.11133333047231038,0.9911466439565023,64,0.09366933504740398,0.10544533199734157,9.399625618149607,false,out_of_active_six_scope,heads=4;batch=1024;seq=32,"{""batch_size"":""1024"",""device"":""NVIDIA H200"",""framework"":""VLLM"",""kernel_source"":""vllm_flashmla"",""kv_cache_dtype"":""fp8"",""mla_dtype"":""float16"",""num_heads"":""4"",""op_name"":""generation_mla"",""tp_size"":""32"",""version"":""0.19.0""}"
generation_mla_perf.txt,1441,effective_seq,2,spike,512,256,0.04623466730117798,0.43327999114990234,1024,0.048432002464930214,0.04696711235576206,9.225178415652508,false,out_of_active_six_scope,heads=128;batch=4;seq=512,"{""batch_size"":""4"",""device"":""NVIDIA H200"",""framework"":""VLLM"",""kernel_source"":""vllm_flashmla"",""kv_cache_dtype"":""fp8"",""mla_dtype"":""float16"",""num_heads"":""128"",""op_name"":""generation_mla"",""tp_size"":""1"",""version"":""0.19.0""}"
generation_mla_perf.txt,1441,batch_size,2,spike,4,2,0.04678399860858917,0.43327999114990234,8,0.048112000028292336,0.04722666574849023,9.174477687189968,false,out_of_active_six_scope,heads=128;batch=4;seq=512,"{""device"":""NVIDIA H200"",""effective_seq"":""512"",""framework"":""VLLM"",""isl"":""1"",""kernel_source"":""vllm_flashmla"",""kv_cache_dtype"":""fp8"",""mla_dtype"":""float16"",""num_heads"":""128"",""op_name"":""generation_mla"",""step"":""511"",""tp_size"":""1"",""version"":""0.19.0""}"
generation_mla_perf.txt,1640,effective_seq,2,spike,1024,512,0.05218133330345154,0.48604798316955566,2048,0.05668266614278158,0.053681777583228216,9.054245314734352,true,gpu_batch_candidate_review,heads=8;batch=8;seq=1024,"{""batch_size"":""8"",""device"":""NVIDIA H200"",""framework"":""VLLM"",""kernel_source"":""vllm_flash_attn_mla"",""kv_cache_dtype"":""float16"",""mla_dtype"":""float16"",""num_heads"":""8"",""op_name"":""generation_mla"",""tp_size"":""16"",""version"":""0.19.0""}"
generation_mla_perf.txt,1640,batch_size,2,spike,8,4,0.057328000664711,0.48604798316955566,16,0.05235200126965841,0.05566933419969347,8.730982508718991,true,gpu_batch_candidate_review,heads=8;batch=8;seq=1024,"{""device"":""NVIDIA H200"",""effective_seq"":""1024"",""framework"":""VLLM"",""isl"":""1"",""kernel_source"":""vllm_flash_attn_mla"",""kv_cache_dtype"":""float16"",""mla_dtype"":""float16"",""num_heads"":""8"",""op_name"":""generation_mla"",""step"":""1023"",""tp_size"":""16"",""version"":""0.19.0""}"
moe_perf.txt,7257,num_tokens,1,spike,128,96,0.14683840274810792,1.311622428894043,160,0.157423996925354,0.15213119983673096,8.621653088266523,false,out_of_active_six_scope,dtype=fp8;tokens=128;hidden=2688;inter=1856;topk=6;ep=1,"{""device"":""NVIDIA H200"",""distribution"":""power_law_1.2"",""framework"":""VLLM"",""hidden_size"":""2688"",""inter_size"":""1856"",""kernel_source"":""vllm_fused_moe"",""moe_dtype"":""fp8"",""moe_ep_size"":""1"",""moe_tp_size"":""4"",""num_experts"":""128"",""op_name"":""moe"",""topk"":""6"",""version"":""0.19.0""}"
generation_mla_perf.txt,756,batch_size,2,spike,8,4,0.05530133346716563,0.47123201688130695,16,0.05451733370621999,0.055040000213517085,8.561628180473347,false,out_of_active_six_scope,heads=128;batch=8;seq=32,"{""device"":""NVIDIA H200"",""effective_seq"":""32"",""framework"":""VLLM"",""isl"":""1"",""kernel_source"":""vllm_flash_attn_mla"",""kv_cache_dtype"":""float16"",""mla_dtype"":""float16"",""num_heads"":""128"",""op_name"":""generation_mla"",""step"":""31"",""tp_size"":""1"",""version"":""0.19.0""}"
context_mla_perf.txt,1011,isl,2,spike,1536,1024,0.12056000034014384,1.0083413124084473,2048,0.1162559986114502,0.11840799947579703,8.515820864067173,false,out_of_active_six_scope,heads=2;batch=4;seq=1536,"{""batch_size"":""4"",""device"":""NVIDIA H200"",""framework"":""VLLM"",""kernel_source"":""vllm_flash_attn_mla"",""kv_cache_dtype"":""float16"",""mla_dtype"":""float16"",""num_heads"":""2"",""op_name"":""context_mla"",""step"":""0"",""tp_size"":""64"",""version"":""0.19.0""}"
generation_mla_perf.txt,1659,batch_size,1,valley,16,8,0.48604798316955566,0.05235200126965841,32,0.28453866640726727,0.4188782109154595,8.001188125700713,true,gpu_batch_candidate_review,heads=8;batch=16;seq=1024,"{""device"":""NVIDIA H200"",""effective_seq"":""1024"",""framework"":""VLLM"",""isl"":""1"",""kernel_source"":""vllm_flash_attn_mla"",""kv_cache_dtype"":""float16"",""mla_dtype"":""float16"",""num_heads"":""8"",""op_name"":""generation_mla"",""step"":""1023"",""tp_size"":""16"",""version"":""0.19.0""}"
context_mla_perf.txt,1124,batch_size,2,spike,16,8,0.12384000420570374,1.1534773508707683,32,0.19723200798034668,0.14830400546391806,7.77778959686565,false,out_of_active_six_scope,heads=1;batch=16;seq=2048,"{""device"":""NVIDIA H200"",""framework"":""VLLM"",""isl"":""2048"",""kernel_source"":""vllm_flash_attn_mla"",""kv_cache_dtype"":""float16"",""mla_dtype"":""float16"",""num_heads"":""1"",""op_name"":""context_mla"",""step"":""0"",""tp_size"":""128"",""version"":""0.19.0""}"
