alignment_key,alignment_key_type,engine_step_id,dp_rank,source,scenario,iteration,phase,scheduled_context_tokens,scheduled_decode_tokens,scheduled_total_tokens,scheduled_context_reqs,scheduled_decode_reqs,scheduled_total_reqs,max_num_batched_tokens,max_num_seqs,forward_token_count,forward_regime,cudagraph_runtime_mode,topology_key,tp,dp,moe_tp,moe_ep,valid_for_default,perf_database,diagnostic_only
engine_dp:1:step:31,engine_core_dp_step,31,1,cb_sim_vllm_like,32000x1000_b16,31,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:32,engine_core_dp_step,32,1,cb_sim_vllm_like,32000x1000_b16,32,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:33,engine_core_dp_step,33,1,cb_sim_vllm_like,32000x1000_b16,33,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:34,engine_core_dp_step,34,1,cb_sim_vllm_like,32000x1000_b16,34,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:35,engine_core_dp_step,35,1,cb_sim_vllm_like,32000x1000_b16,35,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:36,engine_core_dp_step,36,1,cb_sim_vllm_like,32000x1000_b16,36,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:37,engine_core_dp_step,37,1,cb_sim_vllm_like,32000x1000_b16,37,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:38,engine_core_dp_step,38,1,cb_sim_vllm_like,32000x1000_b16,38,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:39,engine_core_dp_step,39,1,cb_sim_vllm_like,32000x1000_b16,39,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:40,engine_core_dp_step,40,1,cb_sim_vllm_like,32000x1000_b16,40,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:41,engine_core_dp_step,41,1,cb_sim_vllm_like,32000x1000_b16,41,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:42,engine_core_dp_step,42,1,cb_sim_vllm_like,32000x1000_b16,42,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:43,engine_core_dp_step,43,1,cb_sim_vllm_like,32000x1000_b16,43,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:44,engine_core_dp_step,44,1,cb_sim_vllm_like,32000x1000_b16,44,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:45,engine_core_dp_step,45,1,cb_sim_vllm_like,32000x1000_b16,45,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:46,engine_core_dp_step,46,1,cb_sim_vllm_like,32000x1000_b16,46,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:47,engine_core_dp_step,47,1,cb_sim_vllm_like,32000x1000_b16,47,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:48,engine_core_dp_step,48,1,cb_sim_vllm_like,32000x1000_b16,48,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:49,engine_core_dp_step,49,1,cb_sim_vllm_like,32000x1000_b16,49,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:50,engine_core_dp_step,50,1,cb_sim_vllm_like,32000x1000_b16,50,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:51,engine_core_dp_step,51,1,cb_sim_vllm_like,32000x1000_b16,51,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:52,engine_core_dp_step,52,1,cb_sim_vllm_like,32000x1000_b16,52,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:53,engine_core_dp_step,53,1,cb_sim_vllm_like,32000x1000_b16,53,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:54,engine_core_dp_step,54,1,cb_sim_vllm_like,32000x1000_b16,54,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:55,engine_core_dp_step,55,1,cb_sim_vllm_like,32000x1000_b16,55,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:56,engine_core_dp_step,56,1,cb_sim_vllm_like,32000x1000_b16,56,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:57,engine_core_dp_step,57,1,cb_sim_vllm_like,32000x1000_b16,57,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:58,engine_core_dp_step,58,1,cb_sim_vllm_like,32000x1000_b16,58,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:59,engine_core_dp_step,59,1,cb_sim_vllm_like,32000x1000_b16,59,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:60,engine_core_dp_step,60,1,cb_sim_vllm_like,32000x1000_b16,60,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:61,engine_core_dp_step,61,1,cb_sim_vllm_like,32000x1000_b16,61,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:62,engine_core_dp_step,62,1,cb_sim_vllm_like,32000x1000_b16,62,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:63,engine_core_dp_step,63,1,cb_sim_vllm_like,32000x1000_b16,63,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:64,engine_core_dp_step,64,1,cb_sim_vllm_like,32000x1000_b16,64,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:65,engine_core_dp_step,65,1,cb_sim_vllm_like,32000x1000_b16,65,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:66,engine_core_dp_step,66,1,cb_sim_vllm_like,32000x1000_b16,66,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:67,engine_core_dp_step,67,1,cb_sim_vllm_like,32000x1000_b16,67,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:68,engine_core_dp_step,68,1,cb_sim_vllm_like,32000x1000_b16,68,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:69,engine_core_dp_step,69,1,cb_sim_vllm_like,32000x1000_b16,69,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:70,engine_core_dp_step,70,1,cb_sim_vllm_like,32000x1000_b16,70,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:71,engine_core_dp_step,71,1,cb_sim_vllm_like,32000x1000_b16,71,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:72,engine_core_dp_step,72,1,cb_sim_vllm_like,32000x1000_b16,72,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:73,engine_core_dp_step,73,1,cb_sim_vllm_like,32000x1000_b16,73,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:74,engine_core_dp_step,74,1,cb_sim_vllm_like,32000x1000_b16,74,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:75,engine_core_dp_step,75,1,cb_sim_vllm_like,32000x1000_b16,75,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:76,engine_core_dp_step,76,1,cb_sim_vllm_like,32000x1000_b16,76,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:77,engine_core_dp_step,77,1,cb_sim_vllm_like,32000x1000_b16,77,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:78,engine_core_dp_step,78,1,cb_sim_vllm_like,32000x1000_b16,78,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:79,engine_core_dp_step,79,1,cb_sim_vllm_like,32000x1000_b16,79,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:80,engine_core_dp_step,80,1,cb_sim_vllm_like,32000x1000_b16,80,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:81,engine_core_dp_step,81,1,cb_sim_vllm_like,32000x1000_b16,81,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:82,engine_core_dp_step,82,1,cb_sim_vllm_like,32000x1000_b16,82,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:83,engine_core_dp_step,83,1,cb_sim_vllm_like,32000x1000_b16,83,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:84,engine_core_dp_step,84,1,cb_sim_vllm_like,32000x1000_b16,84,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:85,engine_core_dp_step,85,1,cb_sim_vllm_like,32000x1000_b16,85,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:86,engine_core_dp_step,86,1,cb_sim_vllm_like,32000x1000_b16,86,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:87,engine_core_dp_step,87,1,cb_sim_vllm_like,32000x1000_b16,87,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:88,engine_core_dp_step,88,1,cb_sim_vllm_like,32000x1000_b16,88,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:89,engine_core_dp_step,89,1,cb_sim_vllm_like,32000x1000_b16,89,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:90,engine_core_dp_step,90,1,cb_sim_vllm_like,32000x1000_b16,90,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:91,engine_core_dp_step,91,1,cb_sim_vllm_like,32000x1000_b16,91,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:92,engine_core_dp_step,92,1,cb_sim_vllm_like,32000x1000_b16,92,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:93,engine_core_dp_step,93,1,cb_sim_vllm_like,32000x1000_b16,93,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:94,engine_core_dp_step,94,1,cb_sim_vllm_like,32000x1000_b16,94,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:95,engine_core_dp_step,95,1,cb_sim_vllm_like,32000x1000_b16,95,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:96,engine_core_dp_step,96,1,cb_sim_vllm_like,32000x1000_b16,96,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:97,engine_core_dp_step,97,1,cb_sim_vllm_like,32000x1000_b16,97,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:98,engine_core_dp_step,98,1,cb_sim_vllm_like,32000x1000_b16,98,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:99,engine_core_dp_step,99,1,cb_sim_vllm_like,32000x1000_b16,99,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:100,engine_core_dp_step,100,1,cb_sim_vllm_like,32000x1000_b16,100,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:101,engine_core_dp_step,101,1,cb_sim_vllm_like,32000x1000_b16,101,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:102,engine_core_dp_step,102,1,cb_sim_vllm_like,32000x1000_b16,102,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:103,engine_core_dp_step,103,1,cb_sim_vllm_like,32000x1000_b16,103,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:104,engine_core_dp_step,104,1,cb_sim_vllm_like,32000x1000_b16,104,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:105,engine_core_dp_step,105,1,cb_sim_vllm_like,32000x1000_b16,105,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:106,engine_core_dp_step,106,1,cb_sim_vllm_like,32000x1000_b16,106,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:107,engine_core_dp_step,107,1,cb_sim_vllm_like,32000x1000_b16,107,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:108,engine_core_dp_step,108,1,cb_sim_vllm_like,32000x1000_b16,108,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:109,engine_core_dp_step,109,1,cb_sim_vllm_like,32000x1000_b16,109,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:110,engine_core_dp_step,110,1,cb_sim_vllm_like,32000x1000_b16,110,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:111,engine_core_dp_step,111,1,cb_sim_vllm_like,32000x1000_b16,111,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:112,engine_core_dp_step,112,1,cb_sim_vllm_like,32000x1000_b16,112,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:113,engine_core_dp_step,113,1,cb_sim_vllm_like,32000x1000_b16,113,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:114,engine_core_dp_step,114,1,cb_sim_vllm_like,32000x1000_b16,114,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:115,engine_core_dp_step,115,1,cb_sim_vllm_like,32000x1000_b16,115,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:116,engine_core_dp_step,116,1,cb_sim_vllm_like,32000x1000_b16,116,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:117,engine_core_dp_step,117,1,cb_sim_vllm_like,32000x1000_b16,117,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:118,engine_core_dp_step,118,1,cb_sim_vllm_like,32000x1000_b16,118,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:119,engine_core_dp_step,119,1,cb_sim_vllm_like,32000x1000_b16,119,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:120,engine_core_dp_step,120,1,cb_sim_vllm_like,32000x1000_b16,120,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:121,engine_core_dp_step,121,1,cb_sim_vllm_like,32000x1000_b16,121,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:122,engine_core_dp_step,122,1,cb_sim_vllm_like,32000x1000_b16,122,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:123,engine_core_dp_step,123,1,cb_sim_vllm_like,32000x1000_b16,123,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:124,engine_core_dp_step,124,1,cb_sim_vllm_like,32000x1000_b16,124,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:125,engine_core_dp_step,125,1,cb_sim_vllm_like,32000x1000_b16,125,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:126,engine_core_dp_step,126,1,cb_sim_vllm_like,32000x1000_b16,126,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:127,engine_core_dp_step,127,1,cb_sim_vllm_like,32000x1000_b16,127,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:128,engine_core_dp_step,128,1,cb_sim_vllm_like,32000x1000_b16,128,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:129,engine_core_dp_step,129,1,cb_sim_vllm_like,32000x1000_b16,129,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:130,engine_core_dp_step,130,1,cb_sim_vllm_like,32000x1000_b16,130,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:131,engine_core_dp_step,131,1,cb_sim_vllm_like,32000x1000_b16,131,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:132,engine_core_dp_step,132,1,cb_sim_vllm_like,32000x1000_b16,132,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:133,engine_core_dp_step,133,1,cb_sim_vllm_like,32000x1000_b16,133,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:134,engine_core_dp_step,134,1,cb_sim_vllm_like,32000x1000_b16,134,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:135,engine_core_dp_step,135,1,cb_sim_vllm_like,32000x1000_b16,135,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:136,engine_core_dp_step,136,1,cb_sim_vllm_like,32000x1000_b16,136,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:137,engine_core_dp_step,137,1,cb_sim_vllm_like,32000x1000_b16,137,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:138,engine_core_dp_step,138,1,cb_sim_vllm_like,32000x1000_b16,138,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:139,engine_core_dp_step,139,1,cb_sim_vllm_like,32000x1000_b16,139,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:140,engine_core_dp_step,140,1,cb_sim_vllm_like,32000x1000_b16,140,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:141,engine_core_dp_step,141,1,cb_sim_vllm_like,32000x1000_b16,141,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:142,engine_core_dp_step,142,1,cb_sim_vllm_like,32000x1000_b16,142,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:143,engine_core_dp_step,143,1,cb_sim_vllm_like,32000x1000_b16,143,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:144,engine_core_dp_step,144,1,cb_sim_vllm_like,32000x1000_b16,144,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:145,engine_core_dp_step,145,1,cb_sim_vllm_like,32000x1000_b16,145,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:146,engine_core_dp_step,146,1,cb_sim_vllm_like,32000x1000_b16,146,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:147,engine_core_dp_step,147,1,cb_sim_vllm_like,32000x1000_b16,147,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:148,engine_core_dp_step,148,1,cb_sim_vllm_like,32000x1000_b16,148,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:149,engine_core_dp_step,149,1,cb_sim_vllm_like,32000x1000_b16,149,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:150,engine_core_dp_step,150,1,cb_sim_vllm_like,32000x1000_b16,150,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:151,engine_core_dp_step,151,1,cb_sim_vllm_like,32000x1000_b16,151,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:152,engine_core_dp_step,152,1,cb_sim_vllm_like,32000x1000_b16,152,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:1:step:153,engine_core_dp_step,153,1,cb_sim_vllm_like,32000x1000_b16,153,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
