-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------
void vllm::moe::grouped_topk_fused_small_expert_coun...         0.00%       0.000us         0.00%       0.000us       0.000us       9.869ms         0.69%       9.869ms       4.586us          2152
void at::native::vectorized_elementwise_kernel<8, at...         0.00%       0.000us         0.00%       0.000us       0.000us       9.819ms         0.68%       9.819ms       4.563us          2152
triton_red_fused__to_copy_add_mean_min_latency_fused...         0.00%       0.000us         0.00%       0.000us       0.000us       8.512ms         0.59%       8.512ms       4.023us          2116
                                            aten::copy_         0.24%       3.486ms         0.59%       8.402ms       8.574us       8.444ms         0.59%       8.444ms       8.616us           980
                     nvjet_tst_64x24_64x16_2x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us       8.348ms         0.58%       8.348ms       3.817us          2187
                     nvjet_tst_64x56_64x14_2x1_v_bz_NNT         0.00%       0.000us         0.00%       0.000us       0.000us       8.224ms         0.57%       8.224ms       3.762us          2186
void vllm::moe::moe_align_block_size_kernel<int>(int...         0.00%       0.000us         0.00%       0.000us       0.000us       7.530ms         0.52%       7.530ms       3.499us          2152
                         Memcpy HtoD (Pinned -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us       6.264ms         0.43%       6.264ms      22.371us           280
triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_seq...         0.00%       0.000us         0.00%       0.000us       0.000us       6.018ms         0.42%       6.018ms       2.796us          2152
                     nvjet_tst_320x64_64x4_2x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us       5.359ms         0.37%       5.359ms     148.858us            36
                                               aten::mm         0.11%       1.612ms         0.13%       1.831ms      52.313us       5.210ms         0.36%       5.210ms     148.865us            35
triton_poi_fused_add_clone_copy_expand_index_mul_neg...         0.00%       0.000us         0.00%       0.000us       0.000us       4.405ms         0.31%       4.405ms       2.048us          2151
void vllm::concat_and_cache_mla_kernel<__nv_bfloat16...         0.00%       0.000us         0.00%       0.000us       0.000us       4.310ms         0.30%       4.310ms       1.971us          2186
                                     triton_red_fused_4         0.00%       0.000us         0.00%       0.000us       0.000us       4.221ms         0.29%       4.221ms       1.962us          2151
                                     triton_poi_fused_3         0.00%       0.000us         0.00%       0.000us       0.000us       3.676ms         0.26%       3.676ms       1.709us          2151
                  triton_poi_fused_add_all_gather_mul_1         0.00%       0.000us         0.00%       0.000us       0.000us       3.258ms         0.23%       3.258ms       1.514us          2152
void vllm::moe::count_and_sort_expert_tokens_kernel<...         0.00%       0.000us         0.00%       0.000us       0.000us       3.244ms         0.23%       3.244ms       1.507us          2152
                      triton_poi_fused_mul_silu_slice_0         0.00%       0.000us         0.00%       0.000us       0.000us       3.105ms         0.22%       3.105ms       1.443us          2152
                                          ProfilerStep*         0.00%       0.000us         0.00%       0.000us       0.000us       2.711ms         0.19%       2.711ms      38.733us            70
                                     record_param_comms         0.14%       2.045ms         0.19%       2.710ms      77.424us       2.423ms         0.17%       2.423ms      69.243us            35
                                  nccl:_all_gather_base         0.00%       0.000us         0.00%       0.000us       0.000us       2.423ms         0.17%       2.423ms      69.243us            35
                     nvjet_tst_80x64_64x11_4x1_v_bz_TNN         0.00%       0.000us         0.00%       0.000us       0.000us       1.229ms         0.09%       1.229ms      35.123us            35
                               _C_custom_ar::all_reduce         0.02%     237.565us         0.06%     803.441us      22.955us       1.127ms         0.08%       1.127ms      32.211us            35
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     794.563us         0.06%     794.563us      22.071us            36
                                           aten::argmax         0.04%     586.800us         0.07%       1.020ms      29.133us     780.356us         0.05%     780.356us      22.296us            35
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     757.380us         0.05%     757.380us      21.038us            36
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     746.343us         0.05%     746.343us      20.732us            36
                               cudaEventRecordWithFlags         0.01%     101.220us         0.01%     101.220us       0.964us     306.370us         0.02%     306.370us       2.918us           105
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     268.452us         0.02%     268.452us       1.278us           210
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     256.420us         0.02%     256.420us       1.793us           143
                                            aten::fill_         0.09%       1.300ms         0.22%       3.206ms       7.047us     220.387us         0.02%     220.387us       0.484us           455
triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_sli...         0.00%       0.000us         0.00%       0.000us       0.000us     175.426us         0.01%     175.426us       4.873us            36
                                            aten::index         0.11%       1.537ms         0.25%       3.526ms      50.376us     168.003us         0.01%     232.003us       3.314us            70
                                         cudaEventQuery         0.03%     410.583us         0.03%     410.583us       2.033us     166.689us         0.01%     166.689us       0.825us           202
                         Memcpy DtoH (Device -> Pinned)         0.00%       0.000us         0.00%       0.000us       0.000us     159.200us         0.01%     159.200us       4.422us            36
void at::native::vectorized_gather_kernel<16, long>(...         0.00%       0.000us         0.00%       0.000us       0.000us     147.648us         0.01%     147.648us       2.080us            71
triton_red_fused__to_copy_add_mean_min_latency_fused...         0.00%       0.000us         0.00%       0.000us       0.000us     147.617us         0.01%     147.617us       4.218us            35
                           _compute_slot_mapping_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     111.078us         0.01%     111.078us       3.174us            35
                                     aten::masked_fill_         0.02%     286.970us         0.04%     510.820us      14.595us     110.912us         0.01%     110.912us       3.169us            35
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     110.912us         0.01%     110.912us       3.169us            35
triton_red_fused__to_copy_add_clone_mean_min_latency...         0.00%       0.000us         0.00%       0.000us       0.000us     105.118us         0.01%     105.118us       3.003us            35
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     104.665us         0.01%     104.665us       2.907us            36
                                 aten::_index_put_impl_         0.04%     637.688us         0.14%       1.963ms      56.074us     102.073us         0.01%     231.258us       6.607us            35
                                              aten::add         0.04%     642.170us         0.07%     936.893us       8.923us     102.021us         0.01%     102.021us       0.972us           105
     triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0         0.00%       0.000us         0.00%       0.000us       0.000us      98.945us         0.01%      98.945us       2.827us            35
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      93.858us         0.01%      93.858us       2.682us            35
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      85.892us         0.01%      85.892us       1.227us            70
triton_poi_fused_add_clone_copy_expand_index_mul_neg...         0.00%       0.000us         0.00%       0.000us       0.000us      71.905us         0.00%      71.905us       2.054us            35
                                           aten::gather         0.03%     462.618us         0.05%     716.533us      20.472us      71.455us         0.00%      71.455us       2.042us            35
                                     triton_red_fused_2         0.00%       0.000us         0.00%       0.000us       0.000us      70.459us         0.00%      70.459us       2.013us            35
                    _vllm_fa3_C::get_scheduler_metadata         0.02%     337.286us         0.06%     802.052us      22.916us      69.826us         0.00%      69.826us       1.995us            35
void flash::prepare_varlen_num_blocks_kernel<2, fals...         0.00%       0.000us         0.00%       0.000us       0.000us      69.826us         0.00%      69.826us       1.995us            35
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      69.471us         0.00%      69.471us       0.992us            70
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      65.024us         0.00%      65.024us       0.929us            70
                                     triton_poi_fused_1         0.00%       0.000us         0.00%       0.000us       0.000us      62.019us         0.00%      62.019us       1.772us            35
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      55.970us         0.00%      55.970us       1.555us            36
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us      55.805us         0.00%      55.805us       1.550us            36
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us      55.361us         0.00%      55.361us       1.582us            35
                      triton_poi_fused_mul_silu_slice_1         0.00%       0.000us         0.00%       0.000us       0.000us      50.881us         0.00%      50.881us       1.454us            35
triton_poi_fused_add_bitwise_and_bitwise_not_bitwise...         0.04%     629.539us         0.06%     889.492us      25.414us      49.569us         0.00%      49.569us       1.416us            35
triton_poi_fused_add_bitwise_and_bitwise_not_bitwise...         0.00%       0.000us         0.00%       0.000us       0.000us      49.569us         0.00%      49.569us       1.416us            35
## Call CompiledFxGraph fjzavahpaevvtzflxa6djfwdaa7v...         0.00%       0.000us         0.00%       0.000us       0.000us      49.569us         0.00%      49.569us       1.416us            35
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      46.660us         0.00%      46.660us       1.333us            35
                                              aten::sub         0.03%     466.848us         0.04%     640.035us       9.143us      39.485us         0.00%      39.485us       0.564us            70
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      39.485us         0.00%      39.485us       1.128us            35
                                  cudaStreamIsCapturing         0.01%     132.720us         0.01%     132.720us       0.542us      39.230us         0.00%      39.230us       0.160us           245
                                        cudaGraphLaunch         6.76%      96.944ms         7.15%     102.544ms       2.930ms      22.592us         0.00%      22.592us       0.645us            35
                    cudaThreadExchangeStreamCaptureMode         0.00%      28.877us         0.00%      28.877us       0.229us      13.760us         0.00%      13.760us       0.109us           126
                                        cudaEventRecord         0.01%     204.332us         0.01%     204.332us       0.973us       5.824us         0.00%       5.824us       0.028us           210
                                       cuLaunchKernelEx         0.04%     597.927us         0.04%     597.927us       5.695us       5.088us         0.00%       5.088us       0.048us           105
                                   cudaDriverGetVersion         0.00%       3.100us         0.00%       3.100us       0.089us       3.136us         0.00%       3.136us       0.090us            35
                                   cudaEventSynchronize         0.02%     218.788us         0.02%     218.788us       6.251us       1.888us         0.00%       1.888us       0.054us            35
                                          ProfilerStep*        82.28%        1.180s        97.26%        1.395s      39.864ms       0.000us         0.00%      19.484ms     556.673us            35
                 execute_context_0(0)_generation_51(51)         4.20%      60.299ms        14.55%     208.774ms       5.965ms       0.000us         0.00%      16.968ms     484.799us            35
                                            aten::slice         0.28%       3.957ms         0.33%       4.782ms       2.440us       0.000us         0.00%       0.000us       0.000us          1960
                                       aten::as_strided         0.10%       1.384ms         0.10%       1.384ms       0.465us       0.000us         0.00%       0.000us       0.000us          2975
                                        cudaMemcpyAsync         0.27%       3.870ms         0.27%       3.870ms       7.372us       0.000us         0.00%       0.000us       0.000us           525
                                       aten::lift_fresh         0.00%      49.448us         0.00%      49.448us       0.157us       0.000us         0.00%       0.000us       0.000us           315
                                          aten::flatten         0.01%      82.435us         0.01%     181.956us       5.199us       0.000us         0.00%       0.000us       0.000us            35
                                             aten::view         0.02%     351.150us         0.02%     351.150us       1.254us       0.000us         0.00%       0.000us       0.000us           280
                                     aten::index_select         0.04%     546.203us         0.12%       1.716ms      24.513us       0.000us         0.00%      71.455us       1.021us            70
                                           aten::detach         0.01%     119.380us         0.01%     119.380us       1.705us       0.000us         0.00%       0.000us       0.000us            70
                                               aten::to         0.03%     502.020us         0.42%       6.028ms      12.301us       0.000us         0.00%       1.233ms       2.515us           490
                                     aten::resolve_conj         0.00%      21.543us         0.00%      21.543us       0.308us       0.000us         0.00%       0.000us       0.000us            70
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------
Self CPU time total: 1.435s
Self CUDA time total: 1.440s
