start_index	end_index	duration_s	iteration_count_delta	iteration_tokens_delta	avg_tokens_per_iter	avg_iter_latency_ms	prompt_tokens_delta	generation_tokens_delta	generation_tok_s	request_success_delta	preemptions_delta
99	100	1.129335290985182	84.0	2688.0	32.0	13.444467749823595	0.0	2688.0	2380.1611633468997	0.0	0.0
100	101	1.1382116670138203	86.0	2756.0	32.04651162790697	13.235019383881632	0.0	2816.0	2474.0565235884264	0.0	0.0
101	102	1.1023628750117496	86.0	2748.0	31.953488372093023	12.818172965252902	0.0	2688.0	2438.398517340626	0.0	0.0
102	103	1.241634082980454	84.0	2688.0	32.0	14.78135813071969	0.0	2688.0	2164.8890255554584	0.0	0.0
103	104	1.1190460000070743	96.0	3072.0	32.0	11.656729166740357	0.0	3072.0	2745.1954611165042	0.0	0.0
104	105	1.369721417024266	92.0	2944.0	32.0	14.88827627200289	0.0	2944.0	2149.342167983232	0.0	0.0
105	106	1.1122978329658508	96.0	3072.0	32.0	11.586435760060946	0.0	3072.0	2761.8502068000657	0.0	0.0
106	107	1.3057135840062983	84.0	2688.0	32.0	15.544209333408313	0.0	2688.0	2058.6444323819137	0.0	0.0
107	108	1.1396514999796636	96.0	3072.0	32.0	11.87136979145483	0.0	3072.0	2695.5608798433714	0.0	0.0
108	109	1.089246625022497	84.0	2688.0	32.0	12.967221726458298	0.0	2688.0	2467.7606872956644	0.0	0.0
109	110	1.1442515830276534	84.0	2688.0	32.0	13.622042655091112	0.0	2688.0	2349.1337393544495	0.0	0.0
110	111	1.1337745419587009	84.0	2688.0	32.0	13.49731597569882	0.0	2688.0	2370.841733098214	0.0	0.0
111	112	1.1524853330338374	88.0	2816.0	32.0	13.096424239020878	0.0	2816.0	2443.415043371594	0.0	0.0
112	113	1.22775650001131	96.0	3072.0	32.0	12.789130208451146	0.0	3072.0	2502.124810556247	0.0	0.0
113	114	1.2223829169524834	80.0	2560.0	32.0	15.279786461906042	0.0	2628.0	2149.8991548015524	0.0	0.0
114	115	1.162762833002489	96.0	3072.0	32.0	12.112112843775927	0.0	3004.0	2583.5019100525114	0.0	0.0
115	116	1.1366902920417488	84.0	2688.0	32.0	13.532027286211294	0.0	2688.0	2364.7602331253784	0.0	0.0
116	117	1.1255848329747096	86.0	2756.0	32.04651162790697	13.088195732264065	0.0	2816.0	2501.8105410658745	0.0	0.0
117	118	1.1585784580092877	86.0	2748.0	31.953488372093023	13.471842534991717	0.0	2688.0	2320.084566925766	0.0	0.0
118	119	1.1354431249783374	88.0	2816.0	32.0	12.902762783844743	0.0	2816.0	2480.0889961386	0.0	0.0
119	120	1.0876007920014672	84.0	2688.0	32.0	12.947628476207942	0.0	2688.0	2471.495074082636	0.0	0.0
120	121	1.1142052080249414	84.0	2688.0	32.0	13.264347714582636	0.0	2688.0	2412.4819922218758	0.0	0.0
121	122	1.1582534589688294	84.0	2688.0	32.0	13.788731654390826	0.0	2688.0	2320.735568873737	0.0	0.0
122	123	1.1082257500384003	84.0	2688.0	32.0	13.193163690933337	0.0	2688.0	2425.4985953059295	0.0	0.0
123	124	1.1540890829637647	88.0	2816.0	32.0	13.114648670042781	0.0	2816.0	2440.0196150962247	0.0	0.0
124	125	1.1143754580407403	84.0	2688.0	32.0	13.266374500485004	0.0	2688.0	2412.1134224599277	0.0	0.0
125	126	1.1716968339751475	84.0	2688.0	32.0	13.948771833037469	0.0	2688.0	2294.1087848471684	0.0	0.0
126	127	1.2348838750040159	88.0	2816.0	32.0	14.032771306863816	0.0	2816.0	2280.3763633166254	0.0	0.0
127	128	1.206087332975585	92.0	2944.0	32.0	13.109644923647663	0.0	2944.0	2440.9509324144406	0.0	0.0
128	129	1.1530762920156121	92.0	2944.0	32.0	12.533437956691436	0.0	2944.0	2553.1701764969944	0.0	0.0
129	130	1.22121370799141	88.0	2816.0	32.0	13.877428499902386	0.0	2816.0	2305.902711026404	0.0	0.0
130	131	1.2510863750358112	94.0	2830.0	30.106382978723403	13.309429521657567	0.0	2852.0	2279.6187832501687	87.0	0.0
131	132	0.14585870795417577	11.0	106.0	9.636363636363637	13.259882541288706	0.0	84.0	575.8997949329852	41.0	0.0
